"","state_code","county_code","pct_white_apps","pct_black_apps","pct_hisp_apps","pct_asian_apps","white_denial_rate","black_denial_rate","hisp_denial_rate","asian_denial_rate","denial_rate","loan_failed","total_loans"
"1159","KY","21153",98.33,0,1.67,0,51.69,NA,100,NA,52.5,63,120
"1160","KY","21155",93.48,3.42,1.86,0.62,11.96,0,16.67,0,11.49,37,322
"1161","KY","21157",96.9,0,2.89,0,18.55,NA,21.43,NA,18.6,90,484
"1162","KY","21159",98.55,0,0,0,NA,NA,NA,NA,NA,37,69
"1163","KY","21161",93.09,4.88,1.22,0.41,14.41,0,33.33,0,14.23,35,246
"1164","KY","21163",93.64,1.4,3.18,0.64,14.27,27.27,16,0,14.63,115,786
"1165","KY","21165",90.12,2.47,2.47,3.7,NA,NA,NA,NA,NA,23,81
"1166","KY","21167",96.38,1.81,1.41,0.4,10.44,0,28.57,0,10.46,52,497
"1167","KY","21169",96.8,0,1.6,1.6,35.54,NA,100,50,36.8,46,125
"1168","KY","21171",96.94,2.04,1.02,0,NA,NA,NA,NA,NA,13,98
"1169","KY","21173",95.8,1.8,1.35,0.6,15.2,0,11.11,25,14.86,99,666
"1170","KY","21175",96.84,0,3.16,0,NA,NA,NA,NA,NA,37,95
"1171","KY","21177",96.77,1.49,1.24,0,23.08,33.33,40,NA,23.33,94,403
"1172","KY","21179",93.89,3.62,1.77,0.64,9.68,15.56,22.73,50,10.38,129,1243
"1173","KY","21181",97.06,0.98,0,0,18.18,0,NA,NA,17.65,18,102
"1174","KY","21183",96.4,0.72,2.4,0,28.36,33.33,20,NA,28.3,118,417
"1175","KY","21185",92.84,1.88,3.29,1.69,5.53,6.12,6.98,6.82,5.63,147,2611
"1176","KY","21187",96.15,0.96,1.92,0,22,50,0,NA,22.12,46,208
"1177","KY","21189",100,0,0,0,NA,NA,NA,NA,NA,10,31
"1178","KY","21191",97.71,0.38,1.53,0,15.23,0,25,NA,15.27,40,262
"1179","KY","21193",98.98,0,1.02,0,36.99,NA,66.67,NA,37.29,110,295
"1180","KY","21195",97.09,0.42,1.25,0.83,34.38,66.67,44.44,0,34.35,248,722
"1181","KY","21197",97.1,0.48,1.45,0.48,24.88,0,33.33,0,24.64,51,207
"1182","KY","21199",96.23,0.78,1.88,0.55,18.87,28.57,23.53,20,19.05,172,903
"1183","KY","21201",100,0,0,0,NA,NA,NA,NA,NA,8,26
"1184","KY","21203",98.11,0,0.94,0.47,23.08,NA,0,100,23.11,49,212
"1185","KY","21205",97.53,0,1.1,0.55,18.59,NA,25,50,18.68,68,364
"1186","KY","21207",93.45,1.19,2.38,1.79,22.29,50,75,66.67,25,42,168
"1187","KY","21209",93.47,3.25,2.26,0.91,6.18,4.88,17.54,4.35,6.37,161,2526
"1188","KY","21211",91.13,4.5,3.37,0.62,8.64,15.28,9.26,10,8.99,144,1601
"1189","KY","21213",93.76,3.84,1.68,0,13.55,6.25,42.86,NA,13.67,57,417
"1190","KY","21215",95.9,1.82,1.48,0.34,7.59,12.5,15.38,0,7.74,68,879
"1191","KY","21217",95.38,1.85,1.23,0.62,17.74,16.67,0,0,17.85,58,325
"1192","KY","21219",93.98,4.51,1.5,0,24.8,50,0,NA,25.56,34,133
"1193","KY","21221",91.26,3.15,4.2,0,13.03,55.56,8.33,NA,13.99,40,286
"1194","KY","21223",97.45,0.64,0.64,0,9.15,0,0,NA,9.55,15,157
"1195","KY","21225",92.57,3.38,2.03,1.35,7.3,40,66.67,50,10.14,15,148
"1196","KY","21227",87.94,4.68,3.43,3.46,7.22,12.33,16.82,12.04,8.08,252,3119
"1197","KY","21229",92.86,3.57,2.98,0,15.38,16.67,0,NA,14.88,25,168
"1198","KY","21231",97.37,0,0.66,0,17.57,NA,100,NA,18.42,28,152
"1199","KY","21233",93.71,1.89,3.14,0.63,24.16,33.33,20,0,24.53,39,159
"1200","KY","21235",96.84,0.66,1.99,0.17,31.22,0,50,0,31.23,188,602
"1201","KY","21237",96.49,0,3.51,0,NA,NA,NA,NA,NA,23,57
"1202","KY","21239",95.11,1.72,2.01,1.01,4.83,0,14.29,0,4.89,34,696
"1203","KY","37161",100,0,0,0,NA,NA,NA,NA,NA,1,1
"1204","KY","39025",100,0,0,0,NA,NA,NA,NA,NA,0,1
"1205","KY","42129",100,0,0,0,NA,NA,NA,NA,NA,1,1
"1206","KY","45053",100,0,0,0,NA,NA,NA,NA,NA,1,1
"1207","KY",NA,91.38,2.63,4.11,0.99,69,75,80,8.33,69.21,843,1218
"1208","LA","22001",89.34,8.23,1.89,0,18.43,42.62,42.86,NA,21.19,157,741
"1209","LA","22003",78.27,16.43,4.18,0.56,28.47,42.37,53.33,50,32.31,116,359
"1210","LA","22005",70.06,22.68,5.3,1.49,7.13,16.43,13.51,10.84,9.8,547,5582
"1211","LA","22007",73,25.62,0.83,0,21.89,58.06,33.33,NA,31.4,114,363
"1212","LA","22009",84.06,12.88,1.53,0.66,21.3,38.98,42.86,66.67,24.02,110,458
"1213","LA","22011",90.8,3.89,4.08,0.57,23.3,39.02,13.95,16.67,23.43,247,1054
"1214","LA","22013",73.3,25.65,0.52,0,20.71,42.86,0,NA,26.18,50,191
"1215","LA","22015",77.82,15.39,4.13,1.93,7.44,17.14,11.24,8.86,9.16,375,4094
"1216","LA","22017",63.5,31.08,2.8,2.19,8.66,17.45,18.26,12.22,11.87,488,4112
"1217","LA","22019",79.26,14.6,4.13,1.47,14.85,22.58,24.05,8.33,16.33,936,5733
"1218","LA","22021",88,8.8,2.4,0,30,54.55,33.33,NA,32.8,41,125
"1219","LA","22023",94.76,3.14,1.57,0,25.97,33.33,0,NA,25.65,49,191
"1220","LA","22025",80,16.84,3.16,0,NA,NA,NA,NA,NA,33,95
"1221","LA","22027",64.8,33.52,1.68,0,21.55,56.67,33.33,NA,33.52,60,179
"1222","LA","22029",70.05,26.09,1.45,0.48,24.83,55.56,33.33,100,33.82,70,207
"1223","LA","22031",68.74,28.08,2.16,0.13,15.9,52.94,29.41,0,26.68,210,787
"1224","LA","22033",67.27,25.14,3.69,3.45,4.03,14.06,11.67,5.4,6.95,710,10214
"1225","LA","22035",43.24,56.76,0,0,NA,NA,NA,NA,NA,18,37
"1226","LA","22037",72.97,24.02,2.1,0.6,16.05,51.25,71.43,50,25.83,86,333
"1227","LA","22039",86.61,11.55,1.62,0,15.73,40,42.86,NA,19.17,83,433
"1228","LA","22041",81.14,16,1.71,0.57,26.06,39.29,33.33,0,28,49,175
"1229","LA","22043",89.75,7.97,0.91,0.23,18.02,34.29,0,0,19.13,84,439
"1230","LA","22045",72.32,20.85,3.18,2.59,16.12,33.9,37.04,18.18,20.85,177,849
"1231","LA","22047",68.14,28.11,2.73,0.51,10.75,31.52,6.25,0,16.35,96,587
"1232","LA","22049",79.84,15.42,3.16,0.79,27.23,66.67,62.5,100,35.57,90,253
"1233","LA","22051",64.86,18.48,10.89,5.21,4.97,13.11,10.07,6.68,7.12,532,7473
"1234","LA","22053",87.48,10.84,1.37,0.15,17.98,35.21,0,100,19.69,129,655
"1235","LA","22055",79.23,15.22,3.25,2,7.79,21.95,16.96,5.8,10.2,702,6885
"1236","LA","22057",84.15,10.7,2.92,0.53,11.09,25,16.67,0,12.74,262,2057
"1237","LA","22059",89.72,5.93,2.37,0.4,22.47,66.67,33.33,0,25.69,65,253
"1238","LA","22061",81.65,14.75,1.74,1.63,9.53,38.58,0,0,13.47,116,861
"1239","LA","22063",81.71,13.82,3.24,0.69,11.8,15.58,15.08,15.79,12.45,688,5528
"1240","LA","22065",48.84,48.84,2.33,0,NA,NA,NA,NA,NA,13,43
"1241","LA","22067",71.37,25.95,0.76,0,16.04,26.47,50,NA,19.08,50,262
"1242","LA","22069",67.7,28.5,1.55,0.69,17.6,34.55,0,0,22.63,131,579
"1243","LA","22071",63.84,27.22,5.43,3.02,5.37,13.97,10.09,7.25,8.06,515,6389
"1244","LA","22073",81.69,15.18,1.47,1.21,9.55,21.94,17.78,10.81,11.59,355,3064
"1245","LA","22075",78.49,13.02,5.28,1.7,9.62,42.03,21.43,11.11,14.53,77,530
"1246","LA","22077",75.75,20.5,2.5,0,14.19,35.37,0,NA,18.25,73,400
"1247","LA","22079",77.59,18.38,2.21,1.11,12.18,17.63,10.71,7.14,13.16,333,2530
"1248","LA","22081",65,31.43,3.57,0,31.87,63.64,80,NA,43.57,61,140
"1249","LA","22083",80.24,14.92,4.44,0,25.13,48.65,27.27,NA,28.63,71,248
"1250","LA","22085",78.93,11.13,1.99,0.2,25.69,46.43,30,0,29.42,148,503
"1251","LA","22087",61.07,27.91,7.89,2.73,5.79,14.13,21.79,3.7,9.3,92,989
"1252","LA","22089",77.99,15.89,4.37,1.09,4.86,23.85,3.33,0,7.94,109,1372
"1253","LA","22091",50.22,47.6,0.87,0,28.7,59.63,0,NA,43.23,99,229
"1254","LA","22093",51.92,45.64,2.09,0,12.08,39.69,0,NA,24.39,70,287
"1255","LA","22095",28.32,57.53,13.27,0.64,9.01,15.96,8.65,20,13.01,102,784
"1256","LA","22097",59.17,36.76,2.82,0.31,17.75,42.64,44.44,25,27.98,357,1276
"1257","LA","22099",74.65,22.57,1.74,0.69,17.83,51.28,20,0,25.46,220,864
"1258","LA","22101",73.77,19.06,4.34,0.38,14.58,42.57,39.13,0,20.94,111,530
"1259","LA","22103",77.34,15.79,4.68,1.62,5.85,14.79,6.87,7.05,7.32,705,9635
"1260","LA","22105",75.49,19.87,3.31,0.77,11.41,37.55,20.93,13.33,16.94,661,3901
"1261","LA","22107",73.53,26.47,0,0,NA,NA,NA,NA,NA,10,34
"1262","LA","22109",81.56,9.93,3.21,1.17,11.31,30.77,22.22,17.39,14.31,281,1963
"1263","LA","22111",83.59,13.38,2.53,0,18.73,62.26,40,NA,25,99,396
"1264","LA","22113",85.83,9.45,1.73,1.96,20.81,45.12,40,47.06,24.08,209,868
"1265","LA","22115",83.72,7.85,6.09,1.17,20.56,17.91,11.54,10,19.91,170,854
"1266","LA","22117",82.57,15.43,1.4,0.2,25.49,44.16,0,100,28.26,141,499
"1267","LA","22119",77.61,19.17,2.09,0.38,19.07,44.55,36.36,0,24.29,128,527
"1268","LA","22121",57.65,38.39,3.19,0.22,5.92,14.61,17.24,0,9.57,87,909
"1269","LA","22123",87.8,10.57,1.63,0,26.85,38.46,0,NA,27.64,34,123
"1270","LA","22125",84.09,10.98,4.17,0.76,6.76,31.03,18.18,0,9.85,26,264
"1271","LA","22127",73.74,22.22,2.53,0.51,28.77,47.73,0,0,32.32,64,198
"1272","LA","26099",100,0,0,0,NA,NA,NA,NA,NA,0,1
"1273","LA","48181",100,0,0,0,NA,NA,NA,NA,NA,0,1
"1274","LA","8027",100,0,0,0,NA,NA,NA,NA,NA,1,1
"1275","LA",NA,62.22,31.16,4.66,0.77,57.01,75.59,67.67,40.91,63.34,1807,2853
"1276","MA","24037",100,0,0,0,NA,NA,NA,NA,NA,0,1
"1277","MA","25001",88.25,3.69,6.26,1.2,6.01,17.84,8.59,11.59,6.69,386,5768
"1278","MA","25003",90.6,2.07,5.38,1.56,6.76,9.43,10.87,5,7.1,182,2563
"1279","MA","25005",78.68,10.42,7.61,2.84,6.1,10.76,10.92,9.05,7.05,1069,15170
"1280","MA","25007",87.03,2.73,8.53,0.68,5.88,25,24,0,8.53,25,293
"1281","MA","25009",69.39,3.87,22.46,4.11,4.61,9.56,9.26,7.01,5.95,1302,21889
"1282","MA","25011",94.11,1.08,2.75,1.57,7.72,0,3.57,6.25,7.56,77,1018
"1283","MA","25013",71.5,7.51,17.68,2.93,5.27,11.37,9.31,12.63,6.66,647,9718
"1284","MA","25015",88.57,2.29,4.33,4.26,5.51,15.87,5.04,1.71,5.61,154,2747
"1285","MA","25017",68.03,3.3,8.26,20.16,4.01,9.88,8.82,5.68,4.94,1683,34040
"1286","MA","25019",89.16,6.02,4.22,0.6,4.73,0,14.29,0,4.82,8,166
"1287","MA","25021",68.09,8.14,6.19,17.23,4.14,13.17,10.23,6.65,5.71,1002,17541
"1288","MA","25023",79.2,13.18,5.67,1.61,5.46,13.33,8.05,6.45,6.71,1161,17309
"1289","MA","25025",65.5,8.62,12.86,12.69,4.75,14.91,10.72,7.62,6.77,806,11900
"1290","MA","25027",73.83,6.25,12.84,6.74,5.49,11.09,10.89,6.7,6.63,1513,22814
"1291","MA","28061",100,0,0,0,NA,NA,NA,NA,NA,1,1
"1292","MA","44009",100,0,0,0,NA,NA,NA,NA,NA,0,1
"1293","MA",NA,56.25,9.82,24.11,9.82,44.44,36.36,11.11,18.18,33.04,37,112
"1294","MD","24001",94.88,2.67,1.11,0.78,5.04,8.33,10,0,5.12,46,899
"1295","MD","24003",65.06,20.14,8.35,5.74,4.61,10.89,10.74,8.33,6.6,1657,25090
"1296","MD","24005",58.26,28.16,5.56,7.45,4.43,10.56,9.66,7.52,6.7,1436,21421
"1297","MD","24009",79.98,11.95,5.19,1.91,4.01,10.85,5.45,4.94,4.93,209,4241
"1298","MD","24011",86.41,9.48,3.37,0.37,7.07,3.95,14.81,33.33,7.23,58,802
"1299","MD","24013",86.54,4.82,4.61,3.55,4.65,9.09,9.15,7.31,5.21,321,6166
"1300","MD","24015",85.62,8.25,3.78,1.81,6.97,11.36,11.57,17.24,7.69,246,3200
"1301","MD","24017",25.53,62.52,7.87,2.88,4.47,11.12,8.22,6.94,9.14,777,8500
"1302","MD","24019",80.76,15.57,2.5,0.73,8.18,19.81,5.88,20,9.99,68,681
"1303","MD","24021",65.03,13.42,12.54,8.5,4.36,13.12,7.03,7.42,6.16,811,13170
"1304","MD","24023",98.47,0.77,0.26,0.26,8.05,33.33,0,0,8.18,32,391
"1305","MD","24025",76.32,14.86,4.9,3.39,4.32,12.55,7.44,8.36,5.85,577,9868
"1306","MD","24027",46.68,18.26,7.97,26.59,4.21,12.42,10.07,7.92,7.19,761,10586
"1307","MD","24029",90.56,6.38,2.04,0.51,4.23,24,25,50,6.38,25,392
"1308","MD","24031",44.9,16.86,18.27,19.53,3.93,9.3,7.93,6.53,6.09,1589,26089
"1309","MD","24033",12.68,62.64,19.76,4.3,5.6,13.09,10.95,10.12,11.6,3462,29854
"1310","MD","24035",93.26,2.56,2.87,1.03,5.1,8.77,10.94,21.74,5.52,123,2227
"1311","MD","24037",78.85,12.29,5.17,2.62,4.36,12.1,5.67,4.8,5.4,258,4775
"1312","MD","24039",78.4,18.12,2.79,0.7,11.11,25,0,0,13.24,38,287
"1313","MD","24041",90.27,4.92,2.85,1.57,5.01,10,6.9,0,5.21,53,1017
"1314","MD","24043",75.92,12.77,8.62,2.18,6.28,11.81,10,8.64,7.38,274,3712
"1315","MD","24045",74.46,17.58,3.72,3.81,5.69,13.55,10.26,2.5,7.15,150,2099
"1316","MD","24047",91.55,4.34,2.52,1.47,6.35,17.57,13.95,12,7.1,121,1704
"1317","MD","24510",51.92,37.56,5.74,4.19,4.08,13.2,10.22,7.93,8.09,951,11756
"1318","MD","29145",100,0,0,0,NA,NA,NA,NA,NA,0,1
"1319","MD","42101",0,100,0,0,NA,NA,NA,NA,NA,1,1
"1320","MD","45015",0,100,0,0,NA,NA,NA,NA,NA,1,1
"1321","MD","51059",100,0,0,0,NA,NA,NA,NA,NA,0,1
"1322","MD",NA,41.5,28.06,9.49,18.97,65.71,53.52,45.83,27.08,53.75,136,253
"1323","ME","23001",93.53,3.19,2.16,0.47,7.38,14.86,12,9.09,7.68,178,2318
"1324","ME","23003",95.3,1.04,2.22,0.52,14.25,0,29.41,0,14.62,112,766
"1325","ME","23005",93.24,2.23,1.48,2.74,5.85,7.14,11.57,6.25,5.98,489,8177
"1326","ME","23007",96.26,0.29,1.72,0.86,8.96,0,33.33,0,9.2,32,348
"1327","ME","23009",96.03,0.25,1.66,1.24,11.21,33.33,15,13.33,11.51,139,1208
"1328","ME","23011",96.09,0.89,1.45,0.98,9.38,9.52,14.71,4.35,9.44,222,2352
"1329","ME","23013",96.31,0.49,1.72,0.86,10.1,0,14.29,28.57,10.22,83,812
"1330","ME","23015",97.24,0.55,0.97,0.55,10.21,0,28.57,0,10.34,75,725
"1331","ME","23017",96.78,0.25,1.24,0.62,9.6,0,0,40,9.54,77,807
"1332","ME","23019",95.18,0.93,1.76,1.09,7.55,6.9,10.91,5.88,7.54,236,3130
"1333","ME","23021",96.79,0,2.86,0,6.64,NA,37.5,NA,7.5,21,280
"1334","ME","23023",96.72,0.58,1.93,0.48,7.29,0,10,20,7.34,76,1036
"1335","ME","23025",97.86,0.66,1.15,0.16,12.44,0,14.29,0,12.34,75,608
"1336","ME","23027",96.72,0.52,1.31,0.92,10.03,0,0,0,9.7,74,763
"1337","ME","23029",93.81,0.38,2.25,0.38,14.6,50,25,50,15.2,81,533
"1338","ME","23031",95.12,1.14,2.03,1.27,6.68,9.21,11.85,7.14,6.84,454,6639
"1339","ME",NA,82.35,0,5.88,8.82,NA,NA,NA,NA,NA,9,34
"1340","MI","12086",100,0,0,0,NA,NA,NA,NA,NA,0,1
"1341","MI","13113",100,0,0,0,NA,NA,NA,NA,NA,0,1
"1342","MI","13137",100,0,0,0,NA,NA,NA,NA,NA,0,1
"1343","MI","26001",97.12,0,0.96,0,10.89,NA,0,NA,10.58,11,104
"1344","MI","26003",87.06,0,4.71,0,NA,NA,NA,NA,NA,12,85
"1345","MI","26005",93.23,0.9,4.28,0.78,7.49,23.33,12.59,11.54,7.97,266,3338
"1346","MI","26007",95.97,0.4,2.02,0.4,6.72,0,0,0,6.85,17,248
"1347","MI","26009",97.66,0.26,1.3,0,6.65,0,0,NA,6.49,25,385
"1348","MI","26011",96.72,0.55,1.64,0,12.43,0,0,NA,12.57,23,183
"1349","MI","26013",94.81,0,1.3,0,NA,NA,NA,NA,NA,6,77
"1350","MI","26015",95.84,0.47,2.63,0.58,8.3,0,10,0,8.43,160,1898
"1351","MI","26017",95.87,0.86,2.7,0.46,5.51,0,8.51,0,5.51,96,1742
"1352","MI","26019",96.03,0,1.99,0.33,5.52,NA,33.33,0,6.29,19,302
"1353","MI","26021",88.35,4.08,3.95,2.64,6.71,18.67,8.97,3.09,7.21,265,3675
"1354","MI","26023",93.29,0.49,4.09,1.31,7.02,66.67,4,25,7.53,46,611
"1355","MI","26025",89.2,4.69,2.73,2.11,6.77,8.53,9.33,5.17,6.95,191,2749
"1356","MI","26027",93.62,1.9,2.86,0.76,8.04,20,10,0,8.29,87,1050
"1357","MI","26029",96.91,0.22,0.44,1.1,6.83,0,0,40,7.06,32,453
"1358","MI","26031",94.67,0,1.67,0.67,7.75,NA,40,0,8,24,300
"1359","MI","26033",80.71,0.71,1.43,0,13.72,0,25,NA,13.21,37,280
"1360","MI","26035",97.07,0.24,2.2,0.24,12.34,0,55.56,0,13.45,55,409
"1361","MI","26037",91.61,2.23,3.57,2,5.52,17.54,5.49,0,5.68,145,2551
"1362","MI","26039",96.27,0.41,2.07,0,5.6,100,20,NA,6.22,15,241
"1363","MI","26041",93.31,0,1.18,0.39,9.7,NA,0,0,9.84,25,254
"1364","MI","26043",94.01,1.84,1.38,0,10.29,25,0,NA,10.14,22,217
"1365","MI","26045",88.64,5.45,3.48,1.95,7.02,12.87,12.84,3.28,7.46,234,3135
"1366","MI","26047",95.75,0.42,1.56,0.42,8.58,33.33,0,0,8.64,61,706
"1367","MI","26049",88.48,7.53,2.55,0.84,6.98,16.57,9.01,6.49,7.79,711,9132
"1368","MI","26051",96.59,0.26,2.62,0,10.87,0,20,NA,11.02,42,381
"1369","MI","26053",93.66,0,2.82,1.41,6.02,NA,25,0,6.34,9,142
"1370","MI","26055",96,0.39,1.75,0.85,6.59,20,4.44,9.09,6.71,173,2577
"1371","MI","26057",94.42,0.96,3.65,0.38,11,20,10.53,0,11.15,58,520
"1372","MI","26059",95.98,0.57,2.73,0.43,6.29,0,10.53,66.67,6.61,46,696
"1373","MI","26061",93.49,0,2.93,2.61,7.32,NA,22.22,12.5,7.82,24,307
"1374","MI","26063",97.4,0.32,1.3,0.97,7.33,100,0,0,7.47,23,308
"1375","MI","26065",83.42,6.03,4.47,5.56,4.9,11.59,10.54,2.46,5.52,363,6579
"1376","MI","26067",95.8,0.7,2.73,0.21,9.14,30,25.64,0,9.67,138,1427
"1377","MI","26069",96.3,0.74,2.22,0,11.15,0,16.67,NA,11.48,31,270
"1378","MI","26071",98.25,0.88,0.88,0,13.39,0,0,NA,13.16,15,114
"1379","MI","26073",90.24,1.15,2.31,1.68,11.51,9.09,18.18,18.75,11.86,113,953
"1380","MI","26075",92.93,3.32,2.64,0.68,6.47,12.3,11.34,8,6.83,251,3677
"1381","MI","26077",88.05,5.26,3.33,2.78,4.79,15.61,9.21,6,5.56,399,7182
"1382","MI","26079",96.2,0,2.66,0.38,9.49,NA,0,0,9.13,24,263
"1383","MI","26081",86.98,4.33,5.09,2.99,5.42,13.88,11.93,7.55,6.26,1166,18617
"1384","MI","26083",100,0,0,0,NA,NA,NA,NA,NA,1,18
"1385","MI","26085",94.89,3.65,1.46,0,10.77,60,50,NA,13.14,18,137
"1386","MI","26087",97.38,0.34,1.8,0.26,7.36,0,14.29,0,7.42,173,2331
"1387","MI","26089",96.95,0.41,0.41,0.61,4.82,0,0,0,5.28,26,492
"1388","MI","26091",94.79,0.65,3.99,0.26,9.16,20,10.87,16.67,9.34,215,2303
"1389","MI","26093",96.01,0.72,1.94,0.88,7.59,30.51,10.76,8.33,7.82,637,8149
"1390","MI","26095",94.64,0,0,0,NA,NA,NA,NA,NA,9,56
"1391","MI","26097",91.21,0,1.1,0,NA,NA,NA,NA,NA,15,91
"1392","MI","26099",82.4,10.82,2.72,3.66,7.66,16.75,11.71,7.24,8.75,2143,24504
"1393","MI","26101",92.72,1.9,2.53,0.32,8.53,16.67,12.5,0,8.86,28,316
"1394","MI","26103",95.9,0.36,1.18,1.18,6.46,0,30.77,0,6.83,75,1098
"1395","MI","26105",95.81,0.6,1.8,0,9.38,50,16.67,NA,10.18,34,334
"1396","MI","26107",96.5,0.84,1.69,0.36,8.12,28.57,21.43,33.33,8.56,71,829
"1397","MI","26109",94.5,0,5.5,0,10.68,NA,8.33,NA,10.55,23,218
"1398","MI","26111",93.65,1.22,2.48,1.89,5.68,7.41,3.64,4.76,5.72,127,2219
"1399","MI","26113",97.54,0.41,2.05,0,8.82,0,40,NA,9.43,23,244
"1400","MI","26115",94.77,2.01,2.39,0.38,8.21,26.32,15.04,11.11,8.76,414,4727
"1401","MI","26117",96.61,0.45,2.11,0.38,8.81,16.67,17.86,40,9.11,121,1328
"1402","MI","26119",95.49,0,3.76,0,8.66,NA,0,NA,9.02,12,133
"1403","MI","26121",93.21,2.57,3.05,0.51,6.03,8.89,10.28,0,6.22,218,3503
"1404","MI","26123",95.11,0.89,3.56,0,11.45,12.5,12.5,NA,11.44,103,900
"1405","MI","26125",78.78,7.95,3.87,9.07,6.05,15.13,9.03,4.31,6.76,2765,40903
"1406","MI","26127",93.85,0.28,4.75,0,12.2,0,29.41,NA,13.13,47,358
"1407","MI","26129",96.28,0.37,2.23,0.74,14.29,0,33.33,0,14.5,39,269
"1408","MI","26131",88.64,0,4.55,2.27,NA,NA,NA,NA,NA,8,44
"1409","MI","26133",98.24,0.29,0.59,0,12.57,0,50,NA,12.65,43,340
"1410","MI","26135",91.35,2.88,2.88,0,16.84,33.33,0,NA,18.27,19,104
"1411","MI","26137",96.8,0.84,1.85,0.17,7.48,40,18.18,0,8.08,48,594
"1412","MI","26139",89.32,1,7.02,2.2,6.22,18.56,15.86,8.41,7.1,689,9707
"1413","MI","26141",98.08,0,1.92,0,11.76,NA,0,NA,11.54,12,104
"1414","MI","26143",98.38,0.46,1.16,0,9.67,0,0,NA,9.51,41,431
"1415","MI","26145",85.56,7.83,5.09,1.23,5.19,17.51,14.18,2.94,6.64,184,2771
"1416","MI","26147",96.46,0.76,1.86,0.39,8.64,19.35,11.84,12.5,8.77,359,4092
"1417","MI","26149",94.73,1.61,2.8,0,8.63,26.67,11.54,NA,9.03,84,930
"1418","MI","26151",96.03,1.1,2.21,0,11.03,40,10,NA,11.26,51,453
"1419","MI","26153",92.52,1.87,0,0,15.15,50,NA,NA,15.89,17,107
"1420","MI","26155",96.69,0.54,1.83,0.47,6.85,0,7.41,14.29,6.96,103,1479
"1421","MI","26157",96.4,0.86,2.02,0.29,7.92,16.67,28.57,0,8.36,58,694
"1422","MI","26159",93.4,1.36,3.7,0.8,5.81,22.73,8.33,0,6.29,102,1622
"1423","MI","26161",79.07,7.77,3.65,9.03,7.25,25.88,16.34,6.6,9.01,892,9902
"1424","MI","26163",73,16.52,4.21,5.77,7.11,18.14,14.34,7.06,9.29,2832,30472
"1425","MI","26165",95.92,0,1.96,0.6,7.24,NA,15.38,25,7.85,52,662
"1426","MI",NA,81.93,12.32,3.43,1.75,67.86,86.36,77.55,80,70.66,1009,1428
"1427","MN","27001",98.11,0.47,0.47,0,8.65,0,0,NA,8.49,18,212
"1428","MN","27003",79.44,7.4,5.15,7.2,4.6,7.66,13.14,6.81,5.44,788,14477
"1429","MN","27005",94.84,0,1.29,0.48,5.27,NA,12.5,0,5.32,33,620
"1430","MN","27007",90.1,1.24,1.44,1.65,10.53,0,14.29,25,10.93,53,485
"1431","MN","27009",94.98,1.07,2.38,1.07,3.72,7.69,10.34,7.69,4.03,49,1216
"1432","MN","27011",98.59,0,1.41,0,NA,NA,NA,NA,NA,7,71
"1433","MN","27013",93.57,1.4,2.89,1.57,3.79,5.88,5.71,5.26,3.96,48,1213
"1434","MN","27015",97.03,0.33,1.65,0.99,6.8,0,0,0,6.6,20,303
"1435","MN","27017",96.76,0.46,0.81,0.46,6.33,25,28.57,25,6.94,60,865
"1436","MN","27019",89.52,1.35,3.77,5.06,3.49,9.09,11.89,5.65,3.98,195,4904
"1437","MN","27021",96.32,0.65,1.52,0.22,8.31,33.33,14.29,0,8.87,41,462
"1438","MN","27023",97.81,0,2.19,0,10.45,NA,0,NA,10.22,14,137
"1439","MN","27025",93.89,0.74,2.39,2.23,5.32,11.11,5.17,3.7,5.28,128,2423
"1440","MN","27027",94.46,2.02,1.55,1.3,2.85,10.26,10,20,3.37,65,1930
"1441","MN","27029",89.55,0,2.99,0,NA,NA,NA,NA,NA,10,67
"1442","MN","27031",96.3,0,1.23,2.47,NA,NA,NA,NA,NA,8,81
"1443","MN","27033",86.82,1.55,8.53,2.33,8.93,0,18.18,0,9.3,12,129
"1444","MN","27035",96.39,0.46,1.44,0.98,6.06,0,22.73,0,6.3,96,1524
"1445","MN","27037",80.11,5.81,6.39,7.01,3.67,9.86,13.55,5.56,4.82,841,17438
"1446","MN","27039",95.02,0.27,3.9,0.54,2.83,0,3.45,0,2.83,21,743
"1447","MN","27041",97.93,0.33,0.44,0.76,4.01,33.33,25,28.57,4.36,40,917
"1448","MN","27043",97.18,0,2.82,0,9.88,NA,0,NA,9.6,17,177
"1449","MN","27045",97.66,0.7,0.94,0.23,4.32,33.33,25,0,4.68,20,427
"1450","MN","27047",91.61,1.08,4.73,2.15,8.45,0,22.73,10,9.25,43,465
"1451","MN","27049",95.12,0.78,2.47,0.28,5.42,27.27,14.29,0,5.72,81,1415
"1452","MN","27051",96.19,0,0.95,1.9,7.92,NA,0,0,7.62,8,105
"1453","MN","27053",80.16,6.7,4.58,7.93,2.95,9.84,7.28,5.84,3.87,1603,41403
"1454","MN","27055",97.3,0.98,0.74,0.25,3.03,0,0,0,2.95,12,407
"1455","MN","27057",97.8,0,0.31,0,6.11,NA,0,NA,6.29,20,318
"1456","MN","27059",93.5,0.81,2.9,2.04,6.21,6.67,12.96,7.89,6.5,121,1861
"1457","MN","27061",96.69,0.51,1.4,0.38,8.83,25,27.27,0,9.04,71,785
"1458","MN","27063",96.15,1.92,1.92,0,5,0,0,NA,4.81,5,104
